order_id,customer_id,order_date,delivery_date,delivery_days,region,product_category,payment_method,quantity,unit_price,discount,sales_amount,churn_status,rating,is_returned
ORD2022,CUST267,2023-04-15,2023-04-24,9,South,Clothing,Net Banking,2,4032.58,0.26,5968.22,Retained,4,No
ORD2023,CUST320,2023-11-07,2023-11-09,2,South,Sports,Net Banking,4,3594.7,0.06,13516.07,Retained,3,Yes
ORD2024,CUST491,2023-08-10,2023-08-17,7,West,Home Decor,Credit Card,1,1113.83,0.03,1080.42,Retained,3,No
ORD2025,CUST383,2023-09-29,2023-09-30,1,South,Sports,Net Banking,3,1960.27,0.27,4292.99,Retained,5,No
ORD2026,CUST327,2023-11-04,2023-11-06,2,South,Home Decor,Credit Card,1,707.86,0.1,637.07,Retained,5,No
ORD2027,CUST335,2023-08-12,2023-08-18,6,East,Home Decor,COD,4,3215.39,0.17,10675.09,Retained,2,Yes
ORD2028,CUST200,2023-04-23,2023-04-28,5,North,Sports,COD,2,782.59,0.11,1393.01,Retained,3,No
ORD2029,CUST470,2023-10-10,2023-10-18,8,North,Home Decor,COD,3,4932.48,0.04,14205.54,Retained,5,No
ORD2030,CUST350,2023-11-05,2023-11-07,2,East,Home Decor,UPI,2,3947.27,0.18,6473.52,Retained,1,No
ORD2031,CUST240,2023-04-24,2023-04-25,1,West,Clothing,COD,4,2073.15,0.16,6965.78,Retained,5,No
ORD2032,CUST19,2023-09-28,2023-10-05,7,North,Beauty,Net Banking,1,2977.11,0.06,2798.48,Retained,1,No
ORD2033,CUST209,2023-01-28,2023-02-03,6,South,Beauty,Debit Card,3,4574.44,0.14,11802.06,Retained,5,No
ORD2034,CUST111,2023-03-13,2023-03-21,8,North,Clothing,Credit Card,2,2859.68,0.24,4346.71,Retained,3,No
ORD2035,CUST123,2023-08-16,2023-08-24,8,South,Sports,UPI,2,1037.59,0.18,1701.65,Retained,5,No
ORD2036,CUST309,2023-09-01,2023-09-03,2,West,Electronics,COD,2,2017.78,0.03,3914.49,Retained,3,No
ORD2037,CUST494,2023-12-12,2023-12-20,8,East,Electronics,COD,1,4247.1,0.16,3567.56,Retained,4,Yes
ORD2038,CUST18,2023-05-05,2023-05-11,6,North,Electronics,Debit Card,3,3292.22,0.21,7802.56,Retained,2,Yes
ORD2039,CUST390,2023-07-17,2023-07-26,9,East,Clothing,Debit Card,1,3323.48,0.24,2525.84,Retained,3,No
ORD2040,CUST296,2023-09-04,2023-09-11,7,North,Clothing,UPI,1,4360.74,0.19,3532.2,Retained,5,No
ORD2041,CUST297,2023-05-26,2023-05-28,2,South,Home Decor,Credit Card,1,4491.07,0.05,4266.52,Retained,4,No
ORD2042,CUST180,2023-04-12,2023-04-20,8,East,Electronics,COD,4,4615.0,0.21,14583.4,Retained,5,No
ORD2043,CUST463,2023-06-28,2023-07-07,9,North,Sports,UPI,4,655.28,0.2,2096.9,Retained,4,No
ORD2044,CUST425,2023-06-04,2023-06-11,7,South,Sports,Net Banking,4,2811.8,0.01,11134.73,Retained,5,No
ORD2045,CUST354,2023-07-29,2023-08-02,4,East,Electronics,Net Banking,3,3754.45,0.12,9911.75,Retained,4,No
ORD2046,CUST328,2023-12-23,2024-01-01,9,East,Electronics,UPI,1,3833.25,0.1,3449.92,Retained,5,No
ORD2047,CUST375,2023-10-24,2023-10-28,4,North,Electronics,COD,1,3112.24,0.2,2489.79,Retained,5,No
ORD2048,CUST271,2023-05-30,2023-06-03,4,North,Clothing,UPI,4,1000.58,0.06,3762.18,Retained,3,No
ORD2049,CUST303,2023-10-14,2023-10-23,9,North,Clothing,COD,1,4027.62,0.18,3302.65,Retained,5,No
ORD2050,CUST259,2023-07-27,2023-08-04,8,South,Clothing,Debit Card,1,3656.53,0.27,2669.27,Retained,5,No
ORD2051,CUST319,2023-05-28,2023-06-01,4,North,Beauty,UPI,2,613.45,0.24,932.44,Retained,3,No
ORD2052,CUST229,2023-08-08,2023-08-16,8,East,Sports,COD,1,2426.29,0.28,1746.93,Retained,4,No
ORD2053,CUST293,2023-03-10,2023-03-18,8,East,Sports,UPI,2,1035.09,0.29,1469.83,Retained,2,No
ORD2054,CUST289,2023-10-18,2023-10-25,7,North,Home Decor,UPI,1,1819.89,0.0,1819.89,Retained,5,Yes
ORD2055,CUST336,2023-09-30,2023-10-06,6,North,Clothing,COD,3,286.79,0.19,696.9,Retained,3,No
ORD2056,CUST123,2023-10-26,2023-11-03,8,West,Beauty,COD,4,2121.58,0.12,7467.96,Retained,2,No
ORD2057,CUST172,2023-06-02,2023-06-09,7,East,Beauty,Credit Card,2,2839.41,0.26,4202.33,Retained,4,No
ORD2058,CUST285,2023-09-10,2023-09-15,5,South,Sports,UPI,4,3174.0,0.08,11680.32,Retained,4,No
ORD2059,CUST388,2023-07-24,2023-07-28,4,West,Clothing,Net Banking,2,3384.75,0.29,4806.34,Retained,5,No
ORD2060,CUST170,2023-12-23,2023-12-25,2,North,Home Decor,UPI,2,4214.2,0.18,6911.29,Retained,5,No
ORD2061,CUST445,2023-11-23,2023-12-01,8,North,Clothing,UPI,2,1234.22,0.24,1876.01,Retained,4,No
ORD2062,CUST28,2023-08-02,2023-08-11,9,East,Electronics,COD,3,778.31,0.03,2264.88,Retained,2,No
ORD2063,CUST225,2023-01-26,2023-01-30,4,North,Clothing,UPI,1,4287.38,0.06,4030.14,Retained,4,No
ORD2064,CUST74,2023-06-26,2023-06-30,4,South,Electronics,UPI,2,951.74,0.23,1465.68,Retained,4,Yes
ORD2065,CUST396,2023-12-03,2023-12-08,5,East,Electronics,Net Banking,3,4878.85,0.01,14490.18,Retained,4,Yes
ORD2066,CUST487,2023-10-11,2023-10-13,2,North,Home Decor,COD,2,4244.18,0.25,6366.27,Retained,3,Yes
ORD2067,CUST115,2023-01-06,2023-01-13,7,East,Sports,UPI,1,2604.21,0.0,2604.21,Retained,4,No
ORD2068,CUST36,2023-06-21,2023-06-26,5,North,Clothing,Debit Card,2,4910.82,0.2,7857.31,Retained,3,No
ORD2069,CUST416,2023-03-15,2023-03-21,6,North,Electronics,Credit Card,3,667.41,0.11,1781.98,Retained,5,No
ORD2070,CUST366,2023-08-03,2023-08-07,4,North,Clothing,Net Banking,1,1654.72,0.18,1356.87,Retained,4,No
ORD2071,CUST10,2023-05-04,2023-05-12,8,South,Sports,UPI,3,3263.48,0.21,7734.45,Retained,5,No
ORD2072,CUST478,2023-11-01,2023-11-09,8,South,Sports,Debit Card,1,1880.03,0.1,1692.03,Retained,4,No
ORD2073,CUST334,2023-03-18,2023-03-23,5,East,Beauty,UPI,1,4656.19,0.03,4516.5,Retained,3,No
ORD2074,CUST327,2023-08-09,2023-08-15,6,North,Sports,UPI,4,515.01,0.02,2018.84,Retained,5,No
ORD2075,CUST10,2023-05-26,2023-05-29,3,North,Home Decor,COD,4,2837.18,0.18,9305.95,Retained,4,No
ORD2076,CUST97,2023-11-24,2023-11-25,1,South,Electronics,COD,4,3036.16,0.16,10201.5,Retained,3,No
ORD2077,CUST15,2023-07-17,2023-07-26,9,North,Beauty,COD,1,3333.09,0.22,2599.81,Retained,4,Yes
ORD2078,CUST223,2023-05-12,2023-05-21,9,South,Home Decor,Debit Card,2,1427.2,0.15,2426.24,Retained,4,No
ORD2079,CUST93,2023-07-10,2023-07-13,3,North,Clothing,UPI,3,1949.92,0.13,5089.29,Retained,5,No
ORD2080,CUST310,2023-04-27,2023-05-01,4,East,Electronics,Credit Card,3,4249.67,0.12,11219.13,Retained,4,Yes
ORD2081,CUST153,2023-01-08,2023-01-15,7,North,Sports,Net Banking,3,1135.73,0.01,3373.12,Retained,4,No
ORD2082,CUST213,2023-01-14,2023-01-16,2,North,Electronics,COD,4,4168.97,0.1,15008.29,Retained,2,No
ORD2083,CUST494,2023-09-16,2023-09-19,3,West,Clothing,COD,1,2900.75,0.29,2059.53,Retained,4,Yes
ORD2084,CUST44,2023-09-14,2023-09-20,6,South,Beauty,UPI,4,3858.5,0.26,11421.16,Retained,5,No
ORD2085,CUST414,2023-04-30,2023-05-08,8,North,Beauty,UPI,2,3625.32,0.1,6525.58,Retained,5,No
ORD2086,CUST485,2023-04-26,2023-04-27,1,North,Beauty,Debit Card,1,1196.06,0.18,980.77,Retained,3,Yes
ORD2087,CUST94,2023-07-18,2023-07-22,4,West,Sports,Debit Card,3,2930.3,0.25,6593.18,Retained,3,No
ORD2088,CUST248,2023-01-03,2023-01-04,1,West,Home Decor,COD,4,4365.07,0.13,15190.44,Retained,3,No
ORD2089,CUST8,2023-03-11,2023-03-13,2,South,Home Decor,UPI,4,2274.16,0.01,9005.67,Retained,4,No
ORD2090,CUST357,2023-12-26,2024-01-03,8,West,Electronics,Credit Card,2,4839.64,0.02,9485.69,Retained,5,No
ORD2091,CUST342,2023-10-25,2023-10-31,6,East,Sports,Net Banking,2,2370.63,0.15,4030.07,Retained,4,No
ORD2092,CUST355,2023-11-17,2023-11-26,9,West,Beauty,UPI,4,885.37,0.29,2514.45,Retained,4,No
ORD2093,CUST349,2023-12-23,2023-12-25,2,East,Beauty,UPI,2,2069.29,0.21,3269.48,Retained,5,No
ORD2094,CUST215,2023-02-09,2023-02-12,3,South,Clothing,Debit Card,3,4768.17,0.02,14018.42,Retained,4,No
ORD2095,CUST181,2023-09-21,2023-09-30,9,South,Clothing,Net Banking,2,1734.66,0.06,3261.16,Retained,2,No
ORD2096,CUST274,2023-03-27,2023-04-05,9,South,Beauty,COD,2,4366.87,0.23,6724.98,Churned,4,No
ORD2097,CUST25,2023-02-19,2023-02-25,6,South,Beauty,UPI,4,4430.0,0.25,13290.0,Retained,5,No
ORD2098,CUST142,2023-09-11,2023-09-14,3,South,Sports,COD,4,1880.9,0.19,6094.12,Retained,5,No
ORD2099,CUST34,2023-04-03,2023-04-08,5,East,Home Decor,UPI,1,599.64,0.19,485.71,Churned,4,No
ORD2100,CUST158,2023-11-18,2023-11-20,2,East,Clothing,COD,1,3677.88,0.01,3641.1,Retained,4,No
ORD2101,CUST260,2023-10-30,2023-11-06,7,South,Home Decor,Net Banking,4,1695.26,0.25,5085.78,Retained,5,No
ORD2102,CUST132,2023-07-01,2023-07-09,8,West,Sports,Debit Card,2,3958.03,0.24,6016.21,Retained,4,No
ORD2103,CUST495,2023-05-23,2023-05-29,6,North,Beauty,Net Banking,2,2324.74,0.08,4277.52,Retained,3,No
ORD2104,CUST142,2023-06-14,2023-06-22,8,South,Home Decor,Credit Card,1,2529.28,0.21,1998.13,Retained,5,No
ORD2105,CUST171,2023-11-27,2023-11-29,2,West,Beauty,Debit Card,1,3933.97,0.06,3697.93,Retained,5,No
ORD2106,CUST138,2023-06-05,2023-06-08,3,North,Beauty,Net Banking,1,2035.34,0.01,2014.99,Retained,3,No
ORD2107,CUST107,2023-08-05,2023-08-12,7,South,Electronics,Credit Card,3,2327.01,0.06,6562.17,Retained,4,No
ORD2108,CUST127,2023-04-08,2023-04-09,1,South,Home Decor,UPI,3,2005.71,0.05,5716.27,Retained,4,No
ORD2109,CUST132,2023-01-07,2023-01-14,7,East,Home Decor,UPI,1,1963.23,0.1,1766.91,Retained,2,No
ORD2110,CUST429,2023-04-09,2023-04-15,6,North,Beauty,COD,2,2724.54,0.13,4740.7,Retained,5,No
ORD2111,CUST111,2023-06-23,2023-07-01,8,North,Sports,Debit Card,1,4082.24,0.15,3469.9,Retained,4,No
ORD2112,CUST435,2023-06-25,2023-07-02,7,West,Electronics,UPI,3,1936.49,0.14,4996.14,Retained,5,No
ORD2113,CUST418,2023-10-07,2023-10-11,4,East,Beauty,Debit Card,2,2716.42,0.08,4998.21,Retained,3,No
ORD2114,CUST168,2023-09-27,2023-09-30,3,East,Clothing,UPI,3,3419.49,0.01,10155.89,Retained,4,No
ORD2115,CUST19,2023-08-26,2023-08-29,3,East,Clothing,COD,2,1493.31,0.18,2449.03,Retained,1,No
ORD2116,CUST280,2023-01-10,2023-01-14,4,East,Electronics,Net Banking,3,1532.11,0.12,4044.77,Retained,5,No
ORD2117,CUST78,2023-12-06,2023-12-15,9,North,Sports,COD,2,4680.38,0.09,8518.29,Retained,4,No
ORD2118,CUST278,2023-02-28,2023-03-09,9,North,Beauty,Credit Card,2,3672.97,0.26,5436.0,Retained,4,No
ORD2119,CUST490,2023-11-14,2023-11-16,2,South,Home Decor,UPI,2,2970.5,0.22,4633.98,Retained,2,No
ORD2120,CUST282,2023-02-01,2023-02-06,5,South,Electronics,Credit Card,2,3309.06,0.26,4897.41,Retained,3,No
ORD2121,CUST148,2023-05-04,2023-05-05,1,East,Sports,Credit Card,4,340.64,0.15,1158.18,Retained,2,No
ORD2122,CUST463,2023-02-19,2023-02-23,4,East,Home Decor,Debit Card,3,3166.89,0.04,9120.64,Retained,3,No
ORD2123,CUST121,2023-03-16,2023-03-18,2,East,Clothing,UPI,3,2645.64,0.21,6270.17,Retained,4,No
ORD2124,CUST280,2023-07-30,2023-08-07,8,South,Clothing,Credit Card,4,2819.6,0.06,10601.7,Retained,4,No
ORD2125,CUST185,2023-06-26,2023-06-30,4,West,Home Decor,Net Banking,2,1925.23,0.13,3349.9,Retained,4,Yes
ORD2126,CUST385,2023-08-20,2023-08-25,5,West,Electronics,Credit Card,2,591.07,0.02,1158.5,Retained,4,No
ORD2127,CUST281,2023-02-13,2023-02-17,4,South,Clothing,Net Banking,3,1128.03,0.25,2538.07,Retained,3,No
ORD2128,CUST106,2023-12-06,2023-12-11,5,South,Beauty,Debit Card,4,4763.57,0.04,18292.11,Retained,3,No
ORD2129,CUST2,2023-08-23,2023-08-28,5,South,Home Decor,Credit Card,2,2161.76,0.27,3156.17,Retained,2,No
ORD2130,CUST41,2023-05-10,2023-05-15,5,South,Home Decor,COD,2,2440.08,0.26,3611.32,Retained,5,No
ORD2131,CUST320,2023-05-12,2023-05-15,3,South,Clothing,Debit Card,2,453.01,0.14,779.18,Retained,4,No
ORD2132,CUST161,2023-11-12,2023-11-19,7,South,Electronics,Net Banking,1,380.32,0.22,296.65,Retained,3,No
ORD2133,CUST111,2023-11-22,2023-11-25,3,East,Beauty,Debit Card,4,3642.47,0.19,11801.6,Retained,3,No
ORD2134,CUST83,2023-04-29,2023-05-01,2,East,Electronics,Credit Card,2,2782.85,0.24,4229.93,Retained,5,No
ORD2135,CUST124,2023-09-03,2023-09-06,3,East,Sports,UPI,1,2641.79,0.13,2298.36,Retained,4,No
ORD2136,CUST390,2023-04-02,2023-04-05,3,East,Sports,UPI,4,1367.0,0.24,4155.68,Retained,4,No
ORD2137,CUST278,2023-09-02,2023-09-10,8,South,Clothing,Net Banking,2,3774.8,0.14,6492.66,Retained,4,No
ORD2138,CUST278,2023-10-15,2023-10-19,4,West,Clothing,Net Banking,3,1007.54,0.28,2176.29,Retained,3,No
ORD2139,CUST246,2023-07-01,2023-07-04,3,North,Clothing,UPI,1,1111.69,0.15,944.94,Retained,5,No
ORD2140,CUST51,2023-09-08,2023-09-13,5,South,Sports,Net Banking,1,2411.42,0.14,2073.82,Retained,5,No
ORD2141,CUST160,2023-11-03,2023-11-07,4,North,Electronics,Debit Card,2,1574.14,0.24,2392.69,Retained,3,No
ORD2142,CUST364,2023-12-10,2023-12-19,9,West,Electronics,COD,2,1387.82,0.25,2081.73,Retained,5,No
ORD2143,CUST132,2023-06-17,2023-06-25,8,East,Clothing,COD,1,3297.14,0.17,2736.63,Retained,5,No
ORD2144,CUST276,2023-03-06,2023-03-13,7,West,Beauty,Debit Card,3,3324.66,0.05,9475.28,Retained,3,No
ORD2145,CUST43,2023-03-27,2023-04-04,8,South,Electronics,COD,3,4157.68,0.14,10726.81,Retained,4,No
ORD2146,CUST179,2023-07-12,2023-07-17,5,East,Sports,Credit Card,4,2205.0,0.29,6262.2,Churned,3,No
ORD2147,CUST66,2023-02-14,2023-02-18,4,South,Home Decor,Debit Card,2,550.81,0.23,848.25,Retained,2,No
ORD2148,CUST240,2023-07-02,2023-07-09,7,East,Home Decor,Net Banking,3,1513.6,0.24,3451.01,Retained,4,No
ORD2149,CUST317,2023-05-17,2023-05-18,1,North,Home Decor,Debit Card,4,4904.03,0.01,19419.96,Retained,3,No
ORD2150,CUST311,2023-12-09,2023-12-15,6,North,Beauty,UPI,3,3062.04,0.14,7900.06,Retained,5,No
ORD2151,CUST66,2023-05-14,2023-05-22,8,North,Clothing,Net Banking,2,3606.74,0.19,5842.92,Retained,5,No
ORD2152,CUST483,2023-02-24,2023-03-03,7,West,Sports,UPI,4,235.32,0.25,705.96,Retained,2,No
ORD2153,CUST306,2023-04-18,2023-04-20,2,South,Beauty,Net Banking,4,2687.39,0.01,10642.06,Retained,4,No
ORD2154,CUST475,2023-12-08,2023-12-15,7,West,Sports,COD,4,380.14,0.26,1125.21,Retained,5,Yes
ORD2155,CUST342,2023-11-29,2023-12-05,6,North,Sports,Debit Card,3,2932.31,0.16,7389.42,Retained,5,No
ORD2156,CUST187,2023-05-26,2023-05-31,5,South,Clothing,Credit Card,2,4619.7,0.06,8685.04,Retained,5,Yes
ORD2157,CUST164,2023-04-08,2023-04-12,4,North,Home Decor,Net Banking,4,4848.41,0.1,17454.28,Retained,3,No
ORD2158,CUST22,2023-10-14,2023-10-15,1,West,Clothing,Net Banking,1,2794.65,0.08,2571.08,Retained,4,No
ORD2159,CUST118,2023-04-15,2023-04-17,2,West,Beauty,UPI,2,2399.38,0.16,4030.96,Retained,4,No
ORD2160,CUST250,2023-12-14,2023-12-21,7,West,Beauty,COD,1,4736.08,0.02,4641.36,Churned,5,No
ORD2161,CUST122,2023-05-21,2023-05-24,3,North,Beauty,UPI,1,3433.33,0.05,3261.66,Retained,3,No
ORD2162,CUST22,2023-05-31,2023-06-05,5,South,Clothing,UPI,4,511.52,0.24,1555.02,Retained,5,No
ORD2163,CUST93,2023-06-27,2023-07-05,8,South,Sports,COD,4,2435.48,0.04,9352.24,Retained,3,No
ORD2164,CUST331,2023-07-18,2023-07-26,8,North,Sports,Credit Card,3,1353.18,0.07,3775.37,Retained,5,No
ORD2165,CUST69,2023-04-15,2023-04-21,6,South,Electronics,UPI,3,2455.06,0.14,6334.05,Retained,4,No
ORD2166,CUST359,2023-04-30,2023-05-05,5,North,Beauty,UPI,3,2386.23,0.16,6013.3,Retained,4,No
ORD2167,CUST303,2023-05-06,2023-05-08,2,South,Sports,Net Banking,2,2994.3,0.23,4611.22,Retained,4,Yes
ORD2168,CUST15,2023-10-31,2023-11-09,9,East,Electronics,COD,3,1912.5,0.13,4991.62,Retained,3,No
ORD2169,CUST220,2023-01-20,2023-01-21,1,East,Sports,Debit Card,1,988.5,0.24,751.26,Retained,3,No
ORD2170,CUST207,2023-06-05,2023-06-07,2,West,Beauty,Credit Card,3,2617.85,0.19,6361.38,Retained,2,No
ORD2171,CUST1,2023-09-22,2023-09-23,1,East,Home Decor,Credit Card,4,4184.97,0.03,16237.68,Retained,2,No
ORD2172,CUST386,2023-07-27,2023-07-31,4,East,Beauty,COD,3,3387.26,0.05,9653.69,Retained,3,No
ORD2173,CUST480,2023-01-10,2023-01-14,4,East,Clothing,Net Banking,2,1824.17,0.13,3174.06,Retained,5,No
ORD2174,CUST435,2023-06-04,2023-06-09,5,North,Sports,Net Banking,2,4690.51,0.12,8255.3,Retained,4,Yes
ORD2175,CUST121,2023-07-25,2023-07-30,5,East,Sports,COD,1,4578.6,0.22,3571.31,Retained,2,No
ORD2176,CUST260,2023-08-15,2023-08-23,8,East,Clothing,Net Banking,2,1204.87,0.17,2000.08,Retained,5,No
ORD2177,CUST499,2023-02-09,2023-02-12,3,West,Clothing,Credit Card,3,389.2,0.12,1027.49,Retained,4,No
ORD2178,CUST291,2023-07-17,2023-07-23,6,East,Home Decor,Credit Card,4,3758.28,0.05,14281.46,Retained,5,No
ORD2179,CUST313,2023-04-30,2023-05-03,3,East,Sports,Debit Card,2,4172.53,0.07,7760.91,Retained,4,No
ORD2180,CUST304,2023-02-09,2023-02-11,2,South,Sports,COD,1,4845.75,0.17,4021.97,Retained,3,No
ORD2181,CUST204,2023-09-23,2023-10-01,8,West,Home Decor,UPI,3,4471.21,0.13,11669.86,Retained,4,No
ORD2182,CUST11,2023-07-14,2023-07-15,1,West,Electronics,UPI,1,3082.57,0.15,2620.18,Retained,4,No
ORD2183,CUST305,2023-08-30,2023-09-08,9,West,Home Decor,Debit Card,2,2744.25,0.05,5214.08,Retained,1,No
ORD2184,CUST142,2023-08-01,2023-08-08,7,West,Beauty,Debit Card,2,333.64,0.2,533.82,Retained,1,No
ORD2185,CUST151,2023-07-26,2023-07-30,4,West,Sports,Net Banking,1,1383.95,0.26,1024.12,Retained,2,No
ORD2186,CUST35,2023-11-19,2023-11-22,3,West,Clothing,Debit Card,3,2406.15,0.08,6640.97,Retained,3,No
ORD2187,CUST452,2023-04-04,2023-04-10,6,North,Beauty,Debit Card,2,3216.82,0.15,5468.59,Retained,4,No
ORD2188,CUST137,2023-11-19,2023-11-28,9,East,Sports,UPI,4,2874.81,0.29,8164.46,Retained,4,No
ORD2189,CUST470,2023-07-12,2023-07-21,9,West,Home Decor,Net Banking,2,3764.65,0.1,6776.37,Retained,2,No
ORD2190,CUST294,2023-05-22,2023-05-26,4,East,Beauty,Debit Card,3,1542.88,0.18,3795.48,Retained,4,No
ORD2191,CUST190,2023-05-07,2023-05-12,5,East,Sports,Debit Card,2,2911.77,0.03,5648.83,Retained,4,No
ORD2192,CUST152,2023-11-28,2023-12-07,9,North,Electronics,Net Banking,1,623.08,0.18,510.93,Retained,3,No
ORD2193,CUST339,2023-04-27,2023-04-29,2,West,Electronics,COD,2,2185.59,0.03,4240.04,Retained,1,No
ORD2194,CUST93,2023-02-15,2023-02-17,2,South,Clothing,Net Banking,2,3800.77,0.29,5397.09,Retained,2,No
ORD2195,CUST496,2023-10-31,2023-11-05,5,North,Sports,UPI,3,3528.32,0.21,8362.12,Retained,4,No
ORD2196,CUST442,2023-06-12,2023-06-13,1,South,Electronics,COD,1,4955.09,0.24,3765.87,Retained,3,Yes
ORD2197,CUST141,2023-11-11,2023-11-19,8,East,Home Decor,Credit Card,3,1533.88,0.21,3635.3,Retained,4,No
ORD2198,CUST371,2023-02-14,2023-02-19,5,East,Sports,Net Banking,2,2591.31,0.18,4249.75,Retained,4,Yes
ORD2199,CUST298,2023-06-11,2023-06-13,2,North,Home Decor,UPI,4,1781.75,0.13,6200.49,Retained,4,No
ORD2200,CUST192,2023-02-18,2023-02-27,9,North,Home Decor,COD,2,2314.89,0.26,3426.04,Retained,3,Yes
ORD2201,CUST463,2023-12-16,2023-12-18,2,South,Electronics,Net Banking,3,4313.36,0.29,9187.46,Retained,3,No
ORD2202,CUST187,2023-01-04,2023-01-11,7,West,Sports,Debit Card,4,3484.2,0.15,11846.28,Retained,4,No
ORD2203,CUST346,2023-01-05,2023-01-13,8,South,Beauty,Net Banking,3,4435.72,0.28,9581.16,Retained,5,No
ORD2204,CUST125,2023-06-12,2023-06-18,6,North,Electronics,Credit Card,3,1176.85,0.17,2930.36,Retained,5,No
ORD2205,CUST455,2023-11-06,2023-11-13,7,South,Electronics,Net Banking,1,4392.13,0.16,3689.39,Retained,4,No
ORD2206,CUST60,2023-01-23,2023-01-24,1,North,Sports,COD,4,486.86,0.14,1674.8,Retained,4,No
ORD2207,CUST289,2023-09-27,2023-10-01,4,South,Sports,COD,2,4465.28,0.06,8394.73,Retained,4,No
ORD2208,CUST212,2023-03-21,2023-03-28,7,North,Home Decor,Net Banking,3,1779.55,0.0,5338.65,Retained,5,Yes
ORD2209,CUST455,2023-01-04,2023-01-05,1,North,Sports,COD,2,1710.02,0.07,3180.64,Retained,1,No
ORD2210,CUST287,2023-09-14,2023-09-15,1,North,Home Decor,Debit Card,1,2658.03,0.15,2259.33,Retained,5,No
ORD2211,CUST300,2023-09-03,2023-09-09,6,West,Electronics,Net Banking,1,4715.31,0.11,4196.63,Retained,4,No
ORD2212,CUST240,2023-02-03,2023-02-07,4,South,Clothing,Debit Card,4,429.35,0.13,1494.14,Retained,4,No
ORD2213,CUST41,2023-07-22,2023-07-25,3,South,Beauty,Debit Card,1,1890.71,0.29,1342.4,Retained,1,No
ORD2214,CUST302,2023-05-17,2023-05-22,5,South,Electronics,UPI,1,4311.55,0.11,3837.28,Retained,4,No
ORD2215,CUST297,2023-09-22,2023-10-01,9,North,Sports,Net Banking,2,2101.06,0.14,3613.82,Retained,4,Yes
ORD2216,CUST100,2023-12-04,2023-12-07,3,South,Beauty,COD,1,1155.95,0.04,1109.71,Retained,2,No
ORD2217,CUST129,2023-02-12,2023-02-17,5,South,Clothing,Debit Card,1,2239.01,0.01,2216.62,Retained,3,Yes
ORD2218,CUST103,2023-01-14,2023-01-19,5,North,Clothing,UPI,3,2050.65,0.23,4737.0,Retained,5,No
ORD2219,CUST142,2023-08-06,2023-08-15,9,East,Home Decor,Net Banking,1,4594.0,0.17,3813.02,Retained,4,No
ORD2220,CUST347,2023-06-10,2023-06-14,4,North,Beauty,Net Banking,3,3857.29,0.23,8910.34,Retained,4,No
ORD2221,CUST70,2023-08-27,2023-08-28,1,South,Home Decor,Credit Card,1,2624.55,0.04,2519.57,Retained,2,No
ORD2222,CUST158,2023-02-20,2023-02-25,5,North,Electronics,Credit Card,1,4944.18,0.17,4103.67,Retained,4,No
ORD2223,CUST253,2023-02-19,2023-02-20,1,East,Beauty,Debit Card,4,2433.33,0.08,8954.65,Retained,4,No
ORD2224,CUST128,2023-09-05,2023-09-11,6,North,Electronics,Credit Card,4,479.54,0.07,1783.89,Retained,4,No
ORD2225,CUST170,2023-08-26,2023-09-02,7,South,Home Decor,Debit Card,3,1458.92,0.0,4376.76,Retained,4,No
ORD2226,CUST495,2023-09-26,2023-09-27,1,East,Beauty,COD,1,2293.14,0.04,2201.41,Retained,4,No
ORD2227,CUST101,2023-05-23,2023-05-27,4,West,Home Decor,Debit Card,2,953.13,0.09,1734.7,Churned,4,No
ORD2228,CUST11,2023-02-22,2023-03-03,9,South,Beauty,Credit Card,4,4748.31,0.04,18233.51,Retained,3,Yes
ORD2229,CUST146,2023-03-08,2023-03-09,1,East,Home Decor,COD,2,3880.87,0.3,5433.22,Retained,5,No
ORD2230,CUST100,2023-06-20,2023-06-29,9,East,Clothing,Credit Card,4,1487.78,0.09,5415.52,Retained,4,No
ORD2231,CUST388,2023-05-29,2023-06-06,8,West,Home Decor,Debit Card,4,3035.86,0.04,11657.7,Retained,3,Yes
ORD2232,CUST285,2023-07-11,2023-07-16,5,North,Clothing,UPI,1,3662.96,0.06,3443.18,Retained,4,Yes
ORD2233,CUST436,2023-06-18,2023-06-24,6,North,Home Decor,Net Banking,4,4718.14,0.18,15475.5,Retained,5,No
ORD2234,CUST20,2023-10-17,2023-10-24,7,South,Beauty,Credit Card,2,4431.85,0.02,8686.43,Retained,3,No
ORD2235,CUST411,2023-10-27,2023-10-31,4,West,Beauty,Debit Card,4,2672.92,0.26,7911.84,Retained,3,No
ORD2236,CUST400,2023-11-17,2023-11-23,6,North,Beauty,COD,3,3918.33,0.29,8346.04,Retained,4,No
ORD2237,CUST331,2023-08-08,2023-08-15,7,West,Sports,Credit Card,1,2898.29,0.07,2695.41,Retained,3,No
ORD2238,CUST28,2023-12-26,2024-01-01,6,North,Electronics,Credit Card,1,2852.98,0.14,2453.56,Retained,5,No
ORD2239,CUST302,2023-10-18,2023-10-24,6,East,Beauty,Net Banking,3,750.76,0.01,2229.76,Retained,2,No
ORD2240,CUST470,2023-06-18,2023-06-20,2,North,Clothing,Debit Card,3,805.46,0.19,1957.27,Retained,5,No
ORD2241,CUST194,2023-03-17,2023-03-22,5,West,Beauty,UPI,3,2741.76,0.12,7238.25,Retained,2,No
ORD2242,CUST377,2023-08-13,2023-08-16,3,East,Sports,COD,4,1490.54,0.08,5485.19,Retained,1,No
